Attribution ID,Source,Dating,Dating (range),Source Origin,Modern Country for Source Origin,Source type,Piece,Attributed to Josquin?,NJE Number,Genre,Voices,Attribution Category,Probable Composer,Other Attribution in Source
Attr_1359,CambraiBM 125–8,1542,~1540–42,Bruges,Belgium,manuscript,Mille regretz,no,28.25,songs and instrumental pieces,4,4a,,
Attr_1360,CambraiBM 125–8,1542,~1540–42,Bruges,Belgium,manuscript,Vivray je tousjours,yes,28.37,songs and instrumental pieces,4,4a,,
Attr_1361,CambraiBM 125–8,1542,~1540–42,Bruges,Belgium,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_1362,Gardane 1542|10,1542,,Venice,Italy,printed vocal music,Salva nos domine,no,26.12,motet,6,4b,Jean Mouton,Adrian Willaert
Attr_1363,Loys & Buys 1542,1542,,Antwerp,Belgium,printed vocal music,Cueurs desolez,no,28.8,songs and instrumental pieces,4,4b,Benedictus Appenzeller,Appenzeller
Attr_1364,Moderne 1542|4,1542,,Lyon,France,printed vocal music,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,Verdelot
Attr_1365,Petreius 1542|6,1542,,Nuremberg,Germany,printed vocal music,"Beati omnes, qui timent dominum",no,15.3,motet,6,4b,Nicolas Champion,Champion
Attr_1366,Petreius 1542|6,1542,,Nuremberg,Germany,printed vocal music,Qui habitat in adjutorio altissimi,yes,18.8,motet,24,4a,,
Attr_1367,Rhau 1542|12,1542,,Wittenberg,Germany,printed vocal music,Pange lingua,yes,22.2,motet,4,4a,,
Attr_1368,Rhau 1542|8,1542,,Wittenberg,Germany,printed vocal music,Quant je vous voye,yes,27.32,songs and instrumental pieces,3,3,,
Attr_1369,Rhau 1542|8,1542,,Wittenberg,Germany,printed vocal music,Que vous madame,no,27.33,songs and instrumental pieces,3,1,,Alexander Agricola
Attr_1370,Rhau 1542|8,1542,,Wittenberg,Germany,printed vocal music,Missa Dirige,no,3.4,mass,4(-5),4b,Pierre de La Rue,La Rue
Attr_1371,Rhau 1542|8,1542,,Wittenberg,Germany,printed vocal music,Missa Mi mi,no,App. 2,mass,4,4b,Johannes Pipelare,Pipelare
Attr_1372,StuttL 25,1542,~1542,Stuttgart,Germany,manuscript,In illo tempore stetit Jesus,no,19.6,motet,6,4a,,
Attr_1373,StuttL 25,1542,~1542,Stuttgart,Germany,manuscript,Sancta trinitas ,no,26.13,motet,4,4b,Antoine de Févin,
Attr_1374,ToleBC 16,1542,,Toledo,Spain,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_1375,ToleBC 16,1542,,Toledo,Spain,manuscript,Missa Pange lingua,yes,4.3,mass,4,1,,
Attr_1376,Vissenaecken 1542|7,1542,,Antwerp,Belgium,printed vocal music,Domini est terra,no,16.12,motet,4,4a,,Jheronimus Vinders
Attr_1377,Cavazzoni 1543,1543,,Venice,Italy,printed tablature,Faulte d'argent,no,29.7,songs and instrumental pieces,5,1,,
Attr_1378,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,Ecce dominus veniet,no,14.5,motet,5,4a,,
Attr_1379,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,"Laudate dominum, omnes gentes",no,17.10,motet,4,4b,W. Heintz,Matthias Eckel
Attr_1380,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,In illo tempore stetit Jesus,yes,19.6,motet,6,4a,,
Attr_1381,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,Pater noster,yes,20.9,motet,6,1,,
Attr_1382,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,Huc me sydereo,no,21.5,motet,5,1,,
Attr_1383,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_1384,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,Preter rerum seriem,yes,24.11,motet,6,1,,
Attr_1385,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,"Inviolata, integra et casta es",no,24.5,motet,12,4a,,
Attr_1386,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,Stabat mater,no,25.9,motet,5,1,,
Attr_1387,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,Sancta trinitas ,no,26.13,motet,4,4b,Antoine de Févin,
Attr_1388,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,La Spagna,no,29.12,songs and instrumental pieces,5,4a,,
Attr_1389,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,N'esse pas ung grant desplaisir,no,29.17,songs and instrumental pieces,5,3,,
Attr_1390,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,Allegez moy,no,30.2,songs and instrumental pieces,6,4a,,
Attr_1391,CopKB 1872,1543,~1541–43,Copenhagen,Denmark,manuscript,"Nimphes, nappés",no,30.6,songs and instrumental pieces,6,1,,
Attr_1392,Gardane 1543|19,1543,,Venice,Italy,printed vocal music,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_1393,MunU 326,1543,,Augsburg,Germany,manuscript,De profundis clamavi,no,15.14,motet,5,4b,Ludwig Senfl,
Attr_1394,MunU 326,1543,,Augsburg,Germany,manuscript,Ave Maria,no,23.6,motet,4,1,,
Attr_1395,MunU 326,1543,,Augsburg,Germany,manuscript,"Inviolata, integra et casta es",no,24.4,motet,5,1,,
Attr_1396,MunU 326,1543,,Augsburg,Germany,manuscript,Puer natus est,no,26.10,motet,4,4b,Jean Mouton,
Attr_1397,MunU 326,1543,,Augsburg,Germany,manuscript,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,
Attr_1398,MunU 326,1543,,Augsburg,Germany,manuscript,Je ne me puis tenir,no,29.11,songs and instrumental pieces,5,4a,,
Attr_1399,MunU 327,1543,~1543,Augsburg,Germany,manuscript,De profundis clamavi,no,15.14,motet,5,4b,Ludwig Senfl,Senfl
Attr_1400,MunU 327,1543,~1543,Augsburg,Germany,manuscript,"Miserere mei, deus",no,18.3,motet,5,1,,
Attr_1401,MunU 327,1543,~1543,Augsburg,Germany,manuscript,Stabat mater,yes,25.9,motet,5,1,,
Attr_1402,RegB B211–5,1543,~1538–43,southern Germany/Austria,Germany/Austria,manuscript,Ecce dominus veniet,no,14.5,motet,5,4a,,
Attr_1403,RegB B211–5,1543,~1538–43,southern Germany/Austria,Germany/Austria,manuscript,Clamavi. Ad dominum,yes,15.8,motet,4,4a,,
Attr_1404,RegB B211–5,1543,~1538–43,southern Germany/Austria,Germany/Austria,manuscript,"Magnus es tu, domine",yes,21.6,motet,4,4a,,Heinrich Finck
Attr_1405,RegB B211–5,1543,~1538–43,southern Germany/Austria,Germany/Austria,manuscript,Tua est potentia,no,26.17,motet,5,4b,Jean Mouton,Mouton
Attr_1406,RegB B211–5,1543,~1538–43,southern Germany/Austria,Germany/Austria,manuscript,Je ne me puis tenir,no,29.11,songs and instrumental pieces,5,4a,,
Attr_1407,RegB B211–5,1543,~1538–43,southern Germany/Austria,Germany/Austria,manuscript,"Nimphes, nappés",yes,30.6,songs and instrumental pieces,6,1,,
Attr_1408,ToleBC 19,1543,,Toledo,Spain,manuscript,Missa La sol fa re mi,yes,11.2,mass,4,1,,
Attr_1409,ToleBC 19,1543,,Toledo,Spain,manuscript,Missa Da pacem,yes,3.2,mass,4,4b,Noel Bauldeweyn,
Attr_1410,BerlGS 7,1544,~1537–44,,Poland/Lithuania/Russia,manuscript,Credo Vilayge II,yes,13.6,mass,4,3,,
Attr_1411,BerlGS 7,1544,~1537–44,,Poland/Lithuania/Russia,manuscript,Alleluia. Laudate dominum,yes,15.1,motet,4,4a,,
Attr_1412,BerlGS 7,1544,~1537–44,,Poland/Lithuania/Russia,manuscript,Ite in mundum,yes,19.11,motet,4,4a,,
Attr_1413,BerlGS 7,1544,~1537–44,,Poland/Lithuania/Russia,manuscript,In illo tempore assumpsit Jesus,no,19.5,motet,4,4a,,Arnold von Bruck
Attr_1414,BerlGS 7,1544,~1537–44,,Poland/Lithuania/Russia,manuscript,"Petre, tu pastor ovium",yes,20.10,motet,4,4a,,
Attr_1415,BerlGS 7,1544,~1537–44,,Poland/Lithuania/Russia,manuscript,"Regina celi, letare",no,25.2,motet,4,4a,,
Attr_1416,BerlGS 7,1544,~1537–44,,Poland/Lithuania/Russia,manuscript,Sancta trinitas ,no,26.13,motet,4,4b,Antoine de Févin,Arnold Craen
Attr_1417,BerlGS 7,1544,~1537–44,,Poland/Lithuania/Russia,manuscript,Te deum laudamus,no,26.16,motet,4,4b,Andreas de Silva,Jean Mouton
Attr_1418,BerlGS 7,1544,~1537–44,,Poland/Lithuania/Russia,manuscript,Missa Da pacem,no,3.2,mass,4,4b,Noel Bauldeweyn,Jean Mouton
Attr_1419,BerlGS 7,1544,~1537–44,,Poland/Lithuania/Russia,manuscript,Missa Dirige,no,3.4,mass,4(-5),4b,Pierre de La Rue,La Rue
Attr_1420,BerlPS 40043,1544,~1542–44,Torgau,Germany,manuscript,Pater noster,no,20.9,motet,6,1,,
Attr_1421,BerlPS 40043,1544,~1542–44,Torgau,Germany,manuscript,Congratulamini mihi omnes,no,26.3,motet,4,4a,,
Attr_1422,IserV F124,1544,,Soest/Augsburg/Nuremberg?,Germany,manuscript,Entré je suis,no,28.14,songs and instrumental pieces,4,1,,
Attr_1423,MunBS C,1544,,Munich,Germany,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_1424,Newsidler 1544|24,1544,,Nuremberg,Germany,printed tablature,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,
Attr_1425,Newsidler 1544|25,1544,,Nuremberg,Germany,printed tablature,Bonitatem fecisti,no,15.5,motet,4,4b,Carpentras,
Attr_1426,Rhau 1544|4,1544,,Wittenberg,Germany,printed vocal music,"Domine, ne in furore",no,16.8,motet,4,4b,Philippe Verdelot,Verdelot
Attr_1427,Susato 1544|13,1544,,Antwerp,Belgium,printed vocal music,N'esse pas ung grant desplaisir,yes,29.17,songs and instrumental pieces,5,3,,
Attr_1428,VienNB Mus. 15500,1544,~1544,,Germany,manuscript,De profundis clamavi,no,15.14,motet,5,4b,Ludwig Senfl,
Attr_1429,VienNB Mus. 15500,1544,~1544,,Germany,manuscript,"Jubilate deo, omnis terra",no,17.7,motet,4,4a,,
Attr_1430,VienNB Mus. 15500,1544,~1544,,Germany,manuscript,"Judica me, deus",no,17.8,motet,4,4b,Arnold Caen,
Attr_1431,VienNB Mus. 15500,1544,~1544,,Germany,manuscript,"Magnus es tu, domine",no,21.6,motet,4,4a,,
Attr_1432,WeimB B,1544,~1540–44,Torgau,Germany,manuscript,Incessament mon povre cueur,no,29.9,songs and instrumental pieces,5,4b,Pierre de La Rue,
Attr_1433,WeimB B,1544,~1540–44,Torgau,Germany,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,Pierre de La Rue
Attr_1434,WeimB B,1544,~1540–44,Torgau,Germany,manuscript,"Nimphes, nappés",no,30.6,songs and instrumental pieces,6,1,,
Attr_1435,WrocK 352,1544,~1538–44,Vienna,Austria,manuscript tablature,Preter rerum seriem,no,24.11,motet,6,1,,
Attr_1436,WrocK 352,1544,~1538–44,Vienna,Austria,manuscript tablature,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,
Attr_1437,WrocK 352,1544,~1538–44,Vienna,Austria,manuscript tablature,Mille regretz,no,28.25,songs and instrumental pieces,4,4a,,
Attr_1438,"BrusBR, Fonds Fétis 1782",1545,,southwest Germany,Germany,manuscript,"In te, domine, speravi",yes,28.18,songs and instrumental pieces,4,3,,Josquin Dascanio
Attr_1439,CasAC D(F),1545,~1515–45,Casale Monferrato,Italy,manuscript,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,
Attr_1440,CasAC D(F),1545,~1515–45,Casale Monferrato,Italy,manuscript,Congratulamini mihi omnes,no,26.3,motet,4,4a,,
Attr_1441,Egenolff [c. 1535]|13,1545,,Frankfurt am Main,Germany,printed vocal music,Entré je suis,no,28.14,songs and instrumental pieces,4,1,,
Attr_1442,ErlU 473/1,1545,~1541–45,Heilsbronn,Germany,manuscript,Te deum laudamus,no,26.16,motet,4,4b,Andreas de Silva,
Attr_1443,ErlU 473/3,1545,,Heilsbronn,Germany,manuscript,Tua est potentia,no,26.17,motet,5,4b,Jean Mouton,
Attr_1444,GothaF A98,1545,,Torgau,Germany,manuscript,De profundis clamavi,no,15.14,motet,5,4b,Ludwig Senfl,
Attr_1445,GothaF A98,1545,,Torgau,Germany,manuscript,Domini est terra,no,16.12,motet,4,4a,,
Attr_1446,GothaF A98,1545,,Torgau,Germany,manuscript,Lauda Jerusalem dominum,no,17.9,motet,4,4b,Maistre Jan,
Attr_1447,GothaF A98,1545,,Torgau,Germany,manuscript,Tribulatio et angustia,no,18.11,motet,4,4a,,
Attr_1448,GothaF A98,1545,,Torgau,Germany,manuscript,Qui habitat in adjutorio altissimi,no,18.7,motet,4,1,,
Attr_1449,GothaF A98,1545,,Torgau,Germany,manuscript,Pater noster,no,20.9,motet,6,1,,
Attr_1450,GothaF A98,1545,,Torgau,Germany,manuscript,Ave Maria,no,23.6,motet,4,1,,
Attr_1451,GothaF A98,1545,,Torgau,Germany,manuscript,Preter rerum seriem,no,24.11,motet,6,1,,
Attr_1452,GothaF A98,1545,,Torgau,Germany,manuscript,Veni sancte spiritus,no,26.18,motet,6,4a,,
Attr_1453,GothaF A98,1545,,Torgau,Germany,manuscript,Incessament mon povre cueur,no,29.9,songs and instrumental pieces,5,4b,Pierre de La Rue,
Attr_1454,GothaF A98,1545,,Torgau,Germany,manuscript,"Nimphes, nappés",no,30.6,songs and instrumental pieces,6,1,,
Attr_1455,Kriesstein 1545|3,1545,,Augsburg,Germany,printed vocal music,Responsum acceperat Simeon,yes,20.11,motet,6,4a,,
Attr_1456,Kriesstein 1545|3,1545,,Augsburg,Germany,printed vocal music,Nesciens mater,yes,24.7,motet,5,4a,,
Attr_1457,Rhau 1545|6,1545,,Wittenberg,Germany,printed vocal music,Missa Hercules dux Ferrarie,yes,11.1,mass,4(-6),1,,
Attr_1458,Rhau 1545|6,1545,,Wittenberg,Germany,printed vocal music,Qui edunt me,no,14.11,motet,2,3,,
Attr_1459,Rhau 1545|6,1545,,Wittenberg,Germany,printed vocal music,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_1460,Rhau 1545|6,1545,,Wittenberg,Germany,printed vocal music,Missa Ave maris stella,yes,3.1,mass,4,1,,
Attr_1461,Rhau 1545|6,1545,,Wittenberg,Germany,printed vocal music,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_1462,Rhau 1545|6,1545,,Wittenberg,Germany,printed vocal music,Missa Pange lingua,yes,4.3,mass,4,1,,
Attr_1463,Rhau 1545|7,1545,,Wittenberg,Germany,printed vocal music,Missa Sine nomine,yes,12.2,mass,4,1,,
Attr_1464,Rhau 1545|7,1545,,Wittenberg,Germany,printed vocal music,Missa Ave maris stella,yes,3.1,mass,4,1,,
Attr_1465,StuttL 34,1545,~1545,Stuttgart,Germany,manuscript,Congratulamini mihi omnes,no,26.3,motet,4,4a,,
Attr_1466,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Je me complains,yes,29.10,songs and instrumental pieces,5,3,,
Attr_1467,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Ma bouche rit,yes,29.14,songs and instrumental pieces,5,4a,,
Attr_1468,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,N'esse pas ung grant desplaisir,yes,29.17,songs and instrumental pieces,5,3,,
Attr_1469,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Nymphes des bois,yes,29.18,songs and instrumental pieces,5,1,,
Attr_1470,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Parfons regretz,yes,29.19,songs and instrumental pieces,5,2,,
Attr_1471,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Cueur langoreulx,yes,29.2,songs and instrumental pieces,5,2,,
Attr_1472,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Plaine de deuil,yes,29.20,songs and instrumental pieces,5,2,,
Attr_1473,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Plusieurs regretz,yes,29.21,songs and instrumental pieces,5,2,,
Attr_1474,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Douleur me bat,yes,29.4,songs and instrumental pieces,5,2,,
Attr_1475,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Du mien amant,yes,29.5,songs and instrumental pieces,5,2,,
Attr_1476,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,En non saichant,yes,29.6,songs and instrumental pieces,5,4a,,
Attr_1477,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Faulte d'argent,yes,29.7,songs and instrumental pieces,5,1,,
Attr_1478,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Incessament livré suis,yes,29.8,songs and instrumental pieces,5,2,,
Attr_1479,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Se congié prens,yes,30.10,songs and instrumental pieces,6,1,,
Attr_1480,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Si vous n'avez aultre,no,30.11,songs and instrumental pieces,6,4b,Johannes Lebrung,Lebrung
Attr_1481,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Tenez moy en voz bras,yes,30.12,songs and instrumental pieces,6,4a,,
Attr_1482,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Vous l'arez,yes,30.13,songs and instrumental pieces,6,2,,
Attr_1483,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Vous ne l'aurez pas,yes,30.14,songs and instrumental pieces,6,4a,,
Attr_1484,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Allegez moy,yes,30.2,songs and instrumental pieces,6,4a,,
Attr_1485,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Baisiez moy,yes,30.3,songs and instrumental pieces,6,4a,,
Attr_1486,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,"Nimphes, nappés",yes,30.6,songs and instrumental pieces,6,1,,
Attr_1487,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Petite camusette,yes,30.7,songs and instrumental pieces,6,1,,
Attr_1488,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Pour souhaitter,yes,30.8,songs and instrumental pieces,6,2,,
Attr_1489,Susato 1545|15,1545,,Antwerp,Belgium,printed vocal music,Regretz sans fin,yes,30.9,songs and instrumental pieces,6,2,,
Attr_1490,ToleBC 10,1545,~1544–45,Toledo,Spain,manuscript,Quam pulchra es,no,14.10,motet,4,4b,Pierre Moulu,Philippe Verdelot/Moulu
Attr_1491,ToleBC 10,1545,~1544–45,Toledo,Spain,manuscript,Missus est Gabriel angelus,yes,20.7,motet,4,1,,
Attr_1492,ToleBC 10,1545,~1544–45,Toledo,Spain,manuscript,Victime paschali laudes,yes,22.7,motet,6,4a,,
Attr_1493,ToleBC 10,1545,~1544–45,Toledo,Spain,manuscript,"Inviolata, integra et casta es",yes,24.4,motet,5,1,,
Attr_1494,ToleBC 10,1545,~1544–45,Toledo,Spain,manuscript,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,Verdelot
Attr_1495,ToleBC 10,1545,~1544–45,Toledo,Spain,manuscript,Stabat mater,yes,25.9,motet,5,1,,
Attr_1496,Ulhard 1545|2,1545,,Augsburg,Germany,printed vocal music,Responde mihi,yes,14.12,motet,4,4a,,
Attr_1497,Ulhard 1545|2,1545,,Augsburg,Germany,printed vocal music,Ave verum corpus,yes,21.3,motet,5,4a,,
Attr_1498,ZwiR 78/3,1545,~1535-45,Zwickau,Germany,manuscript,Si domiero,no,14.13,motet,3,4b,Pierre de La Rue,
Attr_1499,ZwiR 78/3,1545,~1535-45,Zwickau,Germany,manuscript,Ecce video celos apertos,no,19.2,motet,3,4b,Nicolaus Craen,
Attr_1500,ZwiR 78/3,1545,~1535-45,Zwickau,Germany,manuscript,Helas que pourra,no,27.14,songs and instrumental pieces,3,4b,Heinrich Isaac,Isaac
Attr_1501,ZwiR 78/3,1545,~1535-45,Zwickau,Germany,manuscript,La plus des plus,yes,27.22,songs and instrumental pieces,3,2,,
Attr_1502,ZwiR 78/3,1545,~1535-45,Zwickau,Germany,manuscript,Madame helas,yes,27.24,songs and instrumental pieces,3,3,,
Attr_1503,ZwiR 78/3,1545,~1535-45,Zwickau,Germany,manuscript,Mes pensées,no,27.26,songs and instrumental pieces,3,4b,Loyset Compere,
Attr_1504,ZwiR 78/3,1545,~1535-45,Zwickau,Germany,manuscript,Cela sans plus,yes,27.3,songs and instrumental pieces,3,2,,
Attr_1505,Barberiis 1546|23,1546,,Venice,Italy,printed tablature,Salve regina,yes,25.5,motet,5,1,,
Attr_1506,Crema 1546|25,1546,,Venice,Italy,printed tablature,Letare nova Syon,yes,17.12,motet,4,4b,Andreas de Silva,
Attr_1507,Crema 1546|25,1546,,Venice,Italy,printed tablature,Letare nova Syon,yes,17.12,motet,4,4b,Andreas de Silva,
Attr_1508,Crema 1546|25,1546,,Venice,Italy,printed tablature,Queramus cum pastoribus,yes,26.11,motet,4,4b,Jean Mouton,
Attr_1509,Crema 1546|26,1546,,Venice,Italy,printed tablature,Queramus cum pastoribus,yes,26.11,motet,4,4b,Jean Mouton,
Attr_1510,Kriesstein 1546|5,1546,,Augsburg,Germany,printed vocal music,Responsum acceperat Simeon,yes,20.11,motet,6,4a,,
Attr_1511,Kriesstein 1546|5,1546,,Augsburg,Germany,printed vocal music,Nesciens mater,yes,24.7,motet,5,4a,,
Attr_1512,LeuvU 163,1546,,,Belgium/Netherlands,manuscript,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_1513,LeuvU 163,1546,,,Belgium/Netherlands,manuscript,Preter rerum seriem,yes,24.11,motet,6,1,,
Attr_1514,LeuvU 163,1546,,,Belgium/Netherlands,manuscript,Stabat mater,yes,25.9,motet,5,1,,
Attr_1515,Milano 1546|29,1546,,Venice,Italy,printed tablature,Pater noster,yes,20.9,motet,6,1,,
Attr_1516,Milano 1546|29,1546,,Venice,Italy,printed tablature,Stabat mater,yes,25.9,motet,5,1,,
Attr_1517,Mudarra 1546|34,1546,,Seville,Spain,printed tablature,Missa La sol fa re mi,yes,11.2,mass,4,1,,
Attr_1518,Mudarra 1546|34,1546,,Seville,Spain,printed tablature,Je ne me puis tenir,no,29.11,songs and instrumental pieces,5,4a,,Nicolas Gombert
Attr_1519,Mudarra 1546|34,1546,,Seville,Spain,printed tablature,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_1520,Mudarra 1546|34,1546,,Seville,Spain,printed tablature,Missa Pange lingua,yes,4.3,mass,4,1,,
Attr_1521,Mudarra 1546|34,1546,,Seville,Spain,printed tablature,Missa Faysant regretz,yes,8.1,mass,4,1,,
Attr_1522,Phalèse 1546|20,1546,,Leuven,Belgium,printed tablature,Fors seulement,no,27.10,songs and instrumental pieces,3,4b,Antoine de Févin,
Attr_1523,Phalèse 1546|20,1546,,Leuven,Belgium,printed tablature,Mille regretz,no,28.25,songs and instrumental pieces,4,4a,,
Attr_1524,Phalèse 1546|21,1546,,Leuven,Belgium,printed tablature,Fors seulement,no,27.10,songs and instrumental pieces,3,4b,Antoine de Févin,
Attr_1525,Phalèse 1546|21,1546,,Leuven,Belgium,printed tablature,Mille regretz,no,28.25,songs and instrumental pieces,4,4a,,
Attr_1526,Susato 1546|7,1546,,Antwerp,Belgium,printed vocal music,Verbum caro factum est,no,20.16,motet,5,4a,,Benedictus Appenzeller
Attr_1527,ToleBC 18,1546,~1543–46,Toledo,Spain,manuscript,Pater noster,yes,20.9,motet,6,1,,
Attr_1528,ToleBC 18,1546,~1543–46,Toledo,Spain,manuscript,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_1529,ZwiR 73,1546,~1530–46,Magdeburg/Wittenberg,Germany,manuscript,Verbum caro factum est,yes,20.16,motet,5,4a,,
Attr_1530,BasU F.X.5–9,1547,~1547,Basel,Switzerland,manuscript,De profundis clamavi [high clefs],no,15.12,motet,4,4a,,
Attr_1531,BasU F.X.5–9,1547,~1547,Basel,Switzerland,manuscript,De profundis clamavi,no,15.14,motet,5,4b,Ludwig Senfl,Senfl
Attr_1532,Gintzler 1547|22,1547,,Venice,Italy,printed tablature,Pater noster,yes,20.9,motet,6,1,,
Attr_1533,Gintzler 1547|22,1547,,Venice,Italy,printed tablature,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_1534,Gintzler 1547|22,1547,,Venice,Italy,printed tablature,Preter rerum seriem,yes,24.11,motet,6,1,,
Attr_1535,Gintzler 1547|22,1547,,Venice,Italy,printed tablature,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,Verdelot
Attr_1536,Gintzler 1547|22,1547,,Venice,Italy,printed tablature,Stabat mater,yes,25.9,motet,5,1,,
Attr_1537,Gintzler 1547|22,1547,,Venice,Italy,printed tablature,Tua est potentia,no,26.17,motet,5,4b,Jean Mouton,Mouton
Attr_1538,Gintzler 1547|22,1547,,Venice,Italy,printed tablature,"Nimphes, nappés",yes,30.6,songs and instrumental pieces,6,1,,
Attr_1539,Milano 1547|21,1547,,Venice,Italy,printed tablature,Fors seulement,no,27.10,songs and instrumental pieces,3,4b,Antoine de Févin,
Attr_1540,Milano 1547|21,1547,,Venice,Italy,printed tablature,Si j'ay perdu,no,28.32,songs and instrumental pieces,4,4a,,
Attr_1541,Newsidler 1547|26,1547,,Nuremberg,Germany,printed tablature,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,
Attr_1542,Phalèse 1547|29,1547,,Leuven,Belgium,printed tablature,Si j'ay perdu,no,28.32,songs and instrumental pieces,4,4a,,
Attr_1543,Phalèse 1547|30,1547,,Leuven,Belgium,printed tablature,Si j'ay perdu,no,28.32,songs and instrumental pieces,4,4a,,
Attr_1544,Teghi 1547|23,1547,,Leuven,Belgium,printed tablature,Pater noster,no,20.9,motet,6,1,,
Attr_1545,Teghi 1547|23,1547,,Leuven,Belgium,printed tablature,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_1546,Teghi 1547|23,1547,,Leuven,Belgium,printed tablature,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,
Attr_1547,Teghi 1547|24,1547,,Leuven,Belgium,printed tablature,Pater noster,no,20.9,motet,6,1,,
Attr_1548,Teghi 1547|24,1547,,Leuven,Belgium,printed tablature,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_1549,Valderrábano 1547|25,1547,,Valladolid,Spain,printed tablature,Missa Sine nomine,yes,12.2,mass,4,1,,
Attr_1550,Valderrábano 1547|25,1547,,Valladolid,Spain,printed tablature,Pater noster,yes,20.9,motet,6,1,,
Attr_1551,Valderrábano 1547|25,1547,,Valladolid,Spain,printed tablature,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_1552,Valderrábano 1547|25,1547,,Valladolid,Spain,printed tablature,"Inviolata, integra et casta es",yes,24.4,motet,5,1,,
Attr_1553,Valderrábano 1547|25,1547,,Valladolid,Spain,printed tablature,"Obsecro te, domina",yes,24.8,motet,5,4a,,
Attr_1554,Valderrábano 1547|25,1547,,Valladolid,Spain,printed tablature,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,
Attr_1555,Valderrábano 1547|25,1547,,Valladolid,Spain,printed tablature,Missa Ave maris stella,yes,3.1,mass,4,1,,
Attr_1556,Valderrábano 1547|25,1547,,Valladolid,Spain,printed tablature,Missa De beata virgine,yes,3.3,mass,4-5,1,,
